0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,2,2,7,3,0,6,6,5,5,1,6,6,7,3,1
1,2,3,3,1,3,1,1,1,2,1,1,2,2,2,3
3,2,2,3,4,4,4,1,1,2,2,2,2,2,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,3,2,3,2,1,2,1,1,0,3,0,3,2,0,0
14,0,109,15,124,75,116,60,59,114,85,75,53,103,16,27
0.93383304476738,0.071840381622314,0.12399892807007,0.69602642059326,0.39512023925781,0.80858840942383,0.12273168563843,0.11886376142502,0,0.10709240436554,0.28988227844238,0.099457561969757,0.13444529771805,0.19295382499695,0.63051092624664,0.26638436317444
