1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0
3,3,3,3,3,4,3,3,4,3,3,3,4,4,4,4
-1,-3,6,6,5,-4,2,0,7,7,5,5,4,-2,7,6
2,2,3,3,3,2,3,2,3,2,2,3,1,3,3,3
2,1,4,2,4,3,5,1,2,5,4,4,5,2,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,4,2,1,2,1,0,0,4,0,4,0,2,0,2,2
8,1,121,55,68,49,1,116,110,124,119,35,17,105,14,67
0.97757950305939,0.17706036567688,0.20221757888794,0.12858710289001,0.61147975921631,0.79835405349731,0.26087350845337,0.84666385650635,2,0.63063522577286,0.47402445077896,0.40263621807098,0.27121338844299,0.47270966768265,0.60023379325867,0.23849034309387
