0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
3,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4
4,0,-2,4,0,0,-2,1,6,6,0,-2,-4,4,3,1
1,1,3,2,3,1,1,3,3,2,3,2,1,2,2,1
2,4,1,5,2,4,3,1,3,1,1,4,1,5,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,2,3,4,2,0,0,2,0,1,1,4,4,1,2,4
110,69,4,110,8,93,44,32,7,13,2,22,118,117,52,41
0.8580972135067,0.36665493249893,0.2901650428772,0.73931928873062,0.33977251052856,0.80488996505737,0.80234498977661,0.60674676895142,0,0.51774921417236,0.057942414283752,0.45328949689865,0.099604368209839,0.129261469841,0.70170927047729,0.4110746383667
