1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,2,6,3,6,-2,3,3,6,0,-1,2,7,3,7,2
1,3,3,2,1,2,2,1,2,3,2,1,2,3,2,2
1,1,3,1,4,4,2,2,4,2,1,1,1,3,2,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,1,3,0,4,1,1,3,4,3,2,0,1,0,0,2
115,98,105,123,28,31,22,29,24,59,38,109,121,72,87,42
0.91199316740036,0.015508460998535,0.12300000190735,0.70285148620605,0.17760181427002,0.61631765365601,0.2136834859848,0.14503300189972,1,0.18409013748169,0.31648225784302,0.22662574052811,0.57303367853165,0.1562683224678,0.38865947723389,0.074979901313782
