1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0
3,3,3,3,4,4,3,4,3,4,4,3,3,4,4,3
-3,7,-1,-4,-3,-1,2,-4,-1,-3,-3,-3,2,-2,1,6
1,1,2,1,3,3,3,1,2,2,2,3,2,1,1,2
4,1,5,4,3,3,1,2,1,5,1,3,3,5,5,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,1,2,1,1,1,1,1,3,2,2,2,0,2,4,4
84,74,15,78,75,26,37,105,95,31,51,82,123,38,126,100
0.82224698424339,0.45848053693771,0.559974193573,0.18708285093307,0.51463556289673,0.56165533065796,0.22037391662598,0.35744619369507,2,0.68626934289932,0.40768197774887,0.17034101486206,0.63431507349014,0.61229914426804,0.62879729270935,0.62749779224396
