1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,3,3,4,3,3,4,3,3,3,3,4,4,3,4,4
4,2,2,3,4,4,7,-3,5,-2,7,-1,5,7,1,4
2,1,1,2,2,1,1,3,1,3,3,2,3,2,2,2
5,4,2,1,2,1,1,5,4,3,4,5,2,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,2,2,4,4,1,0,0,1,3,3,0,2,3,2,2
7,51,95,45,111,125,6,52,66,51,45,67,105,104,48,7
0.92102838516235,0.084046363830566,0.75830783843994,0.39353342056274,0.78367404937744,0.51567859649658,0.19916143417358,0.20505933761597,2,0.58515746593475,0.45630358457565,0.051508355140686,0.76644680500031,0.66472432613373,0.60247111320496,0.16076171398163
