0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,2,2,0,3,0,6,6,5,5,1,0,6,-2,3,1
1,2,3,3,1,3,1,1,1,2,1,1,2,2,2,3
3,2,2,3,4,4,4,1,1,2,2,2,2,2,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,3,2,3,2,1,2,1,1,0,3,0,3,2,0,0
14,0,109,15,124,75,116,60,59,114,85,75,53,103,16,27
0.93383304476738,0.071840381622314,0.12399892807007,0.19602642059326,0.09512023925781,0.50858840942383,0.02273168563843,0.01886376142502,0,0.19709240436554,0.28988227844238,0.099457561969757,0.43444529771805,0.69295382499695,0.63051092624664,0.26638436317444
