1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1
2,2,3,3,4,3,3,4,2,2,3,2,3,2,2,4
3,-4,-3,-1,3,6,-1,2,4,1,5,-3,-2,7,-3,3
3,2,1,1,3,2,3,1,3,3,3,2,3,2,2,1
4,5,2,2,1,3,5,2,1,2,2,3,1,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,2,1,3,0,-2,4,3,1,-2,1,-1,1,-1,2,4
22,106,98,25,96,23,36,51,28,21,25,63,96,80,69,91
0.88636570572853,0.35901099443436,0.99185934066772,0.43771458864212,0.77807626724243,0.21564617156982,0.6040506362915,0.88508014678955,1,0.5073579788208,0.053109991550446,0.25088438987732,0.58874208927155,0.11411136388779,0.65448570251465,0.28713417053223
